trip_id,rider_id,driver_id,vehicle_id,start_time,end_time,start_location,end_location,distance_km,fare
504,161,43,88,2024-07-26 15:04:54,2024-07-26 15:33:54,Hotel District,Restaurant District,37.71,66.31
505,479,55,35,2023-04-23 01:32:06,2023-04-23 01:43:06,Train Station,Shopping Mall,48.56,78.09
506,226,53,33,2024-11-01 05:37:14,2024-11-01 06:19:14,Downtown,Beach,27.61,54.41
507,359,15,57,2024-02-28 21:25:29,2024-02-28 21:57:29,Beach,Residential Area,13.82,31.23
508,143,19,34,2024-01-05 02:46:33,2024-01-05 03:36:33,Hospital,Suburb,16.79,40.19
509,331,78,5,2024-10-15 14:11:34,2024-10-15 15:03:34,Residential Area,Hotel District,47.16,86.24
510,354,86,45,2023-07-16 11:56:34,2023-07-16 12:36:34,Stadium,University,32.67,61.51
511,359,47,116,2024-09-22 21:26:34,2024-09-22 22:14:34,Airport,Park,43.61,79.91
512,440,57,70,2023-01-07 02:38:05,2023-01-07 03:08:05,City Center,University,16.44,34.66
513,480,97,31,2023-08-20 00:21:53,2023-08-20 00:39:53,Suburb,City Center,9.69,21.54
514,225,81,91,2024-11-14 02:27:27,2024-11-14 03:23:27,Hotel District,Residential Area,21.5,48.75
515,18,36,50,2024-10-01 09:31:07,2024-10-01 10:25:07,Beach,Restaurant District,21.82,48.73
516,431,43,88,2023-11-25 01:28:22,2023-11-25 02:25:22,Airport,Suburb,9.7,31.3
517,134,65,106,2023-10-01 07:04:39,2023-10-01 07:35:39,Business District,Restaurant District,41.04,71.81
518,378,42,69,2024-06-23 23:39:20,2024-06-23 23:45:20,Hotel District,Downtown,32.79,53.19
519,95,81,91,2024-09-06 09:40:07,2024-09-06 10:26:07,Train Station,Downtown,21.23,45.84
520,322,40,73,2024-03-23 05:51:51,2024-03-23 06:01:51,Airport,Train Station,13.98,25.97
521,366,99,120,2024-10-19 20:29:12,2024-10-19 21:12:12,Residential Area,Stadium,40.05,73.32
522,164,58,103,2024-11-09 11:19:44,2024-11-09 12:11:44,Train Station,University,10.33,31.0
523,304,42,69,2023-06-04 07:21:36,2023-06-04 07:31:36,Stadium,Hospital,10.73,21.09
524,449,49,107,2024-11-17 21:19:08,2024-11-17 22:00:08,Shopping Mall,Downtown,47.51,84.02
525,473,72,83,2024-04-20 08:33:56,2024-04-20 09:18:56,Shopping Mall,City Center,6.27,23.16
526,237,26,34,2024-06-28 16:27:19,2024-06-28 17:26:19,Train Station,Downtown,21.25,49.12
527,220,77,34,2023-04-26 22:14:38,2023-04-26 22:24:38,Hospital,Train Station,47.47,76.2
528,61,2,19,2024-08-23 16:27:45,2024-08-23 17:01:45,Suburb,Residential Area,25.72,49.58
529,115,92,27,2023-05-29 00:00:02,2023-05-29 01:00:02,Suburb,Hotel District,14.78,39.67
530,383,64,49,2023-04-12 03:05:29,2023-04-12 03:37:29,Suburb,Shopping Mall,30.8,56.7
531,422,37,7,2023-11-21 22:15:17,2023-11-21 22:31:17,Stadium,Hotel District,9.01,20.02
532,149,34,27,2024-04-24 18:23:39,2024-04-24 18:56:39,City Center,Shopping Mall,19.74,40.36
533,351,83,94,2023-03-08 14:17:05,2023-03-08 14:22:05,Beach,Train Station,43.83,69.5
534,499,89,60,2024-06-17 11:51:27,2024-06-17 12:09:27,Restaurant District,Stadium,36.01,61.02
535,377,77,33,2023-02-26 17:51:19,2023-02-26 18:02:19,Park,Downtown,4.5,12.0
536,477,31,61,2024-12-06 10:34:11,2024-12-06 11:01:11,Business District,Residential Area,48.43,81.89
537,307,91,105,2023-01-05 03:56:09,2023-01-05 04:17:09,Park,Business District,20.29,38.19
538,203,86,67,2023-04-13 17:05:58,2023-04-13 17:45:58,Downtown,Business District,10.61,28.41
539,87,65,106,2024-12-23 14:33:04,2024-12-23 14:59:04,City Center,Beach,8.33,21.5
540,163,91,105,2023-04-21 03:15:50,2023-04-21 03:36:50,Airport,Hospital,4.12,13.93
541,66,64,112,2024-10-10 09:52:30,2024-10-10 10:14:30,Restaurant District,Hospital,46.46,77.69
542,145,34,112,2024-02-06 13:04:09,2024-02-06 13:29:09,Stadium,City Center,9.92,23.63
543,378,63,98,2023-04-28 11:46:45,2023-04-28 12:26:45,Suburb,City Center,33.56,62.84
544,409,57,55,2023-05-27 17:43:23,2023-05-27 17:57:23,Downtown,Shopping Mall,10.79,22.18
545,241,34,27,2024-07-02 08:06:05,2024-07-02 08:40:05,Stadium,Airport,49.77,85.66
546,475,64,6,2023-12-09 22:31:24,2023-12-09 22:58:24,Restaurant District,Park,25.29,47.19
547,253,15,80,2024-11-04 07:48:05,2024-11-04 08:02:05,Airport,Hospital,6.49,15.73
548,445,37,7,2024-10-10 12:39:51,2024-10-10 12:54:51,Restaurant District,Park,41.48,68.47
549,289,85,79,2024-03-29 06:06:42,2024-03-29 06:11:42,Park,Hotel District,29.4,47.85
550,214,10,72,2024-08-19 17:16:54,2024-08-19 17:52:54,Residential Area,Airport,44.59,78.39
551,14,37,7,2023-11-03 03:51:27,2023-11-03 04:19:27,Business District,City Center,47.66,80.99
552,429,42,69,2023-01-23 10:15:35,2023-01-23 10:25:35,Beach,Suburb,35.97,58.95
553,246,59,63,2024-04-06 12:46:12,2024-04-06 13:33:12,Downtown,Hospital,48.55,87.07
554,336,80,92,2023-09-10 08:51:47,2023-09-10 09:42:47,Restaurant District,City Center,47.96,87.19
555,292,17,18,2024-11-01 12:41:02,2024-11-01 12:49:02,Hotel District,Residential Area,15.58,27.87
556,409,8,76,2024-02-29 23:43:52,2024-03-01 00:26:52,Stadium,Airport,21.15,44.97
557,92,31,99,2024-11-03 06:22:42,2024-11-03 06:52:42,Airport,Downtown,42.91,74.36
558,84,50,100,2023-11-09 13:12:34,2023-11-09 13:35:34,Residential Area,Hotel District,47.81,79.97
559,79,16,39,2024-01-17 06:00:56,2024-01-17 06:56:56,Stadium,Restaurant District,40.7,77.55
560,159,88,42,2023-10-06 21:04:12,2023-10-06 21:51:12,Airport,Suburb,19.64,43.71
561,103,63,58,2024-11-18 17:17:43,2024-11-18 17:46:43,Beach,University,29.03,53.3
562,217,12,89,2024-09-21 22:01:50,2024-09-21 22:29:50,Business District,Train Station,22.84,43.76
563,219,12,3,2024-02-03 17:22:42,2024-02-03 17:48:42,Beach,Residential Area,12.76,28.14
564,352,92,20,2024-12-23 20:54:06,2024-12-23 21:30:06,Park,Residential Area,33.07,61.11
565,43,38,115,2023-12-06 16:53:52,2023-12-06 17:03:52,City Center,Hotel District,24.93,42.39
566,77,17,18,2024-10-15 15:24:16,2024-10-15 15:44:16,Park,Stadium,16.18,31.77
567,25,71,85,2024-12-13 11:44:56,2024-12-13 11:51:56,Park,Airport,26.51,44.02
568,212,13,29,2024-05-28 07:14:05,2024-05-28 08:05:05,Business District,Suburb,14.16,36.49
569,131,75,26,2024-08-20 00:36:51,2024-08-20 01:13:51,Downtown,Airport,37.54,68.06
570,237,23,32,2024-10-16 16:58:40,2024-10-16 17:28:40,Downtown,Airport,21.98,42.97
571,361,39,40,2024-04-01 02:21:27,2024-04-01 03:12:27,Beach,Hotel District,34.17,66.5
572,320,34,112,2024-12-14 02:50:48,2024-12-14 03:50:48,Hotel District,Train Station,12.13,35.7
573,41,96,31,2024-11-08 00:05:45,2024-11-08 00:53:45,Airport,Stadium,27.65,55.97
574,3,51,15,2023-01-11 08:00:56,2023-01-11 08:15:56,Residential Area,Beach,24.09,42.38
575,208,85,113,2023-08-24 04:36:02,2023-08-24 05:20:02,Suburb,Business District,19.31,42.46
576,345,89,60,2024-09-16 23:35:25,2024-09-16 23:59:25,Airport,Train Station,8.49,21.23
577,98,15,16,2024-06-24 14:59:06,2024-06-24 15:16:06,Suburb,Downtown,12.04,24.81
578,333,19,33,2023-12-05 11:41:09,2023-12-05 12:39:09,Residential Area,Suburb,39.92,76.88
579,98,12,89,2024-08-20 20:38:31,2024-08-20 21:12:31,Train Station,Beach,22.25,44.38
580,60,22,38,2024-07-27 19:52:45,2024-07-27 20:41:45,Beach,Downtown,43.27,79.66
581,300,32,26,2023-08-18 00:03:20,2023-08-18 00:44:20,Suburb,Stadium,4.44,19.41
582,5,14,1,2023-11-19 20:56:48,2023-11-19 21:55:48,Beach,Restaurant District,29.78,61.92
583,375,71,116,2023-01-29 18:03:03,2023-01-29 18:39:03,Stadium,Beach,26.64,51.46
584,372,79,120,2024-06-11 03:17:12,2024-06-11 04:14:12,Suburb,Beach,13.13,36.45
585,32,68,99,2023-11-24 18:44:05,2023-11-24 19:25:05,Hospital,Park,5.05,20.32
586,458,83,94,2024-11-21 14:46:55,2024-11-21 15:21:55,Airport,Beach,31.89,59.09
587,331,45,98,2024-06-25 18:36:41,2024-06-25 19:08:41,Downtown,Train Station,15.82,34.23
588,99,61,21,2023-12-07 06:58:30,2023-12-07 07:17:30,Park,Shopping Mall,30.21,52.56
589,351,44,44,2023-04-12 20:58:22,2023-04-12 21:21:22,Restaurant District,Stadium,48.07,80.36
590,427,87,109,2024-09-10 06:00:21,2024-09-10 06:35:21,Hotel District,Suburb,9.78,25.92
591,107,37,7,2024-06-02 02:50:00,2024-06-02 03:25:00,Train Station,Shopping Mall,9.5,25.5
592,252,13,29,2024-01-19 11:42:09,2024-01-19 12:06:09,Shopping Mall,Park,4.26,14.89
593,10,46,37,2023-10-05 07:46:48,2023-10-05 08:34:48,Train Station,Suburb,43.25,79.38
594,258,5,104,2023-02-19 10:48:45,2023-02-19 11:14:45,Stadium,Airport,31.64,56.46
595,62,72,29,2024-01-13 18:30:22,2024-01-13 18:51:22,Hospital,Hotel District,19.05,36.33
596,24,99,120,2024-11-27 04:34:22,2024-11-27 04:48:22,Suburb,Restaurant District,43.94,71.91
597,310,86,45,2024-07-02 16:20:31,2024-07-02 16:28:31,City Center,Beach,40.35,65.03
598,493,97,15,2023-03-24 05:58:02,2023-03-24 06:53:02,Business District,Hotel District,43.2,81.05
599,53,72,6,2024-01-30 00:51:51,2024-01-30 01:02:51,Train Station,Residential Area,7.67,16.75
600,106,47,21,2024-07-19 17:24:52,2024-07-19 17:47:52,Restaurant District,Beach,38.57,66.11
601,256,94,48,2023-04-30 20:16:51,2023-04-30 21:02:51,Hospital,Suburb,8.61,26.91
602,435,26,57,2023-11-19 22:08:19,2023-11-19 23:02:19,Hotel District,Downtown,13.78,36.67
603,415,61,21,2023-08-11 17:33:43,2023-08-11 18:10:43,Train Station,Airport,14.77,33.91
604,367,97,54,2023-10-08 02:52:49,2023-10-08 03:37:49,Residential Area,Shopping Mall,9.28,27.67
605,386,68,99,2024-09-03 10:45:54,2024-09-03 11:04:54,Train Station,Hotel District,22.58,41.12
606,471,53,115,2023-12-23 07:46:36,2023-12-23 08:45:36,Park,Hotel District,34.75,69.38
607,484,4,66,2023-04-24 01:53:17,2023-04-24 02:47:17,Downtown,Restaurant District,40.7,77.05
608,484,9,54,2023-09-20 18:26:12,2023-09-20 18:51:12,Stadium,Hotel District,9.89,23.59
609,32,51,98,2023-01-29 19:28:38,2023-01-29 20:15:38,City Center,Residential Area,9.25,28.12
610,295,8,93,2023-11-22 16:25:02,2023-11-22 16:55:02,City Center,Residential Area,35.64,63.46
611,448,39,40,2024-12-07 05:17:29,2024-12-07 05:44:29,Downtown,Suburb,15.43,32.39
612,271,79,118,2023-04-25 01:42:09,2023-04-25 02:31:09,Stadium,Beach,32.91,64.11
613,455,70,71,2024-06-25 17:48:04,2024-06-25 18:15:04,City Center,Hotel District,39.52,68.53
614,208,100,26,2024-11-15 06:33:30,2024-11-15 06:57:30,Airport,Downtown,27.8,50.2
615,200,93,93,2024-07-28 19:34:23,2024-07-28 19:47:23,Park,University,12.26,24.14
616,262,71,116,2024-02-09 22:24:17,2024-02-09 22:50:17,Hotel District,Residential Area,9.68,23.52
617,15,70,71,2023-07-07 10:53:58,2023-07-07 11:51:58,Hotel District,University,36.87,72.3
618,259,15,80,2023-02-16 13:28:10,2023-02-16 14:26:10,Hospital,University,32.1,65.15
619,182,16,7,2024-08-10 15:17:58,2024-08-10 16:03:58,Airport,Beach,16.3,38.45
620,378,1,17,2023-09-21 07:03:02,2023-09-21 07:23:02,Hotel District,Restaurant District,49.47,81.7
621,290,92,115,2024-12-29 05:00:05,2024-12-29 05:45:05,Residential Area,Park,42.54,77.56
622,120,45,98,2023-08-10 00:07:33,2023-08-10 00:54:33,Hotel District,Suburb,36.31,68.72
623,345,18,28,2024-02-08 15:17:18,2024-02-08 16:09:18,Shopping Mall,Airport,17.74,42.11
624,299,25,95,2023-12-19 20:56:40,2023-12-19 21:07:40,Train Station,Restaurant District,22.43,38.89
625,211,11,12,2023-02-18 07:22:26,2023-02-18 07:54:26,City Center,Train Station,24.86,47.79
626,229,10,72,2024-06-09 16:53:05,2024-06-09 17:31:05,Stadium,Business District,28.83,55.24
627,399,51,112,2023-07-24 19:36:25,2023-07-24 20:18:25,Beach,Residential Area,22.32,46.48
628,226,89,60,2024-07-22 08:11:33,2024-07-22 08:42:33,Suburb,Train Station,8.93,23.64
629,66,63,92,2023-12-22 12:23:06,2023-12-22 12:36:06,Restaurant District,Park,43.44,70.91
630,61,89,60,2023-12-20 17:52:29,2023-12-20 18:27:29,Downtown,Restaurant District,9.53,25.54
631,287,48,118,2023-04-03 05:57:35,2023-04-03 06:40:35,Suburb,Stadium,7.3,24.2
632,190,74,14,2023-02-01 06:54:48,2023-02-01 07:32:48,Train Station,Airport,19.83,41.74
633,192,39,40,2024-01-13 10:18:31,2024-01-13 10:24:31,Hotel District,Train Station,8.82,17.23
634,302,54,7,2024-12-28 15:36:09,2024-12-28 16:00:09,City Center,University,12.35,27.02
635,420,95,118,2023-01-02 14:52:52,2023-01-02 15:04:52,Park,Hospital,5.24,13.36
636,23,54,62,2024-03-21 02:35:44,2024-03-21 02:59:44,Business District,Beach,45.21,76.31
637,401,49,61,2024-10-10 03:27:41,2024-10-10 04:18:41,Suburb,Business District,8.37,27.8
638,71,65,106,2024-08-14 14:43:17,2024-08-14 15:16:17,Residential Area,Beach,9.15,24.48
639,373,42,69,2024-09-13 05:34:09,2024-09-13 06:18:09,Residential Area,Business District,21.66,45.99
640,120,51,44,2024-02-25 04:52:03,2024-02-25 04:59:03,Residential Area,City Center,23.27,39.16
641,143,83,94,2024-11-03 14:32:40,2024-11-03 14:47:40,Restaurant District,Downtown,29.46,50.44
642,408,99,120,2024-03-11 18:37:29,2024-03-11 19:23:29,Airport,Residential Area,28.85,57.28
643,99,80,111,2024-03-24 01:22:02,2024-03-24 02:15:02,Downtown,Business District,27.04,56.31
644,385,61,21,2023-04-04 10:14:27,2023-04-04 11:01:27,City Center,Park,10.63,30.2
645,10,36,50,2023-07-10 12:28:31,2023-07-10 13:26:31,Restaurant District,Suburb,44.61,83.91
646,228,11,104,2024-02-19 09:58:42,2024-02-19 10:41:42,Hospital,Stadium,30.27,58.66
647,252,3,44,2023-12-06 10:35:42,2023-12-06 10:51:42,Stadium,Downtown,43.26,71.39
648,163,49,33,2023-03-12 16:49:50,2023-03-12 17:01:50,Airport,Park,10.07,20.61
649,74,24,8,2024-08-19 18:14:15,2024-08-19 18:24:15,Train Station,University,47.7,76.55
650,348,22,38,2024-04-22 06:39:07,2024-04-22 07:04:07,Train Station,Downtown,36.24,63.11
651,153,50,13,2023-09-06 14:00:19,2023-09-06 14:14:19,Stadium,City Center,17.56,32.34
652,193,16,7,2023-06-07 07:58:55,2023-06-07 08:18:55,Hotel District,Business District,30.13,52.7
653,253,66,97,2024-01-27 19:05:37,2024-01-27 19:34:37,Airport,University,4.91,17.12
654,238,71,116,2023-02-20 20:13:46,2023-02-20 20:48:46,Downtown,Stadium,32.41,59.86
655,468,3,35,2024-03-06 08:42:41,2024-03-06 09:24:41,Residential Area,Airport,13.82,33.73
656,285,84,101,2023-04-08 12:49:10,2023-04-08 13:13:10,Business District,Stadium,23.41,43.62
657,434,82,5,2024-08-31 01:58:13,2024-08-31 02:12:13,Hospital,Park,49.29,79.94
658,401,32,69,2023-11-26 03:19:05,2023-11-26 03:59:05,Beach,Downtown,2.05,15.57
659,238,80,92,2024-05-22 05:53:57,2024-05-22 06:08:57,Downtown,City Center,46.25,75.62
660,140,77,33,2024-10-14 01:11:07,2024-10-14 01:59:07,Stadium,Hospital,42.44,78.16
661,109,75,52,2023-02-05 07:53:48,2023-02-05 08:08:48,Restaurant District,Park,29.03,49.8
662,154,12,89,2024-06-26 11:39:57,2024-06-26 11:51:57,Suburb,Train Station,36.8,60.7
663,144,56,27,2024-04-19 03:31:31,2024-04-19 04:08:31,Hotel District,Hospital,44.43,78.39
664,485,44,44,2024-08-07 15:13:59,2024-08-07 16:03:59,Beach,University,13.8,35.7
665,165,44,39,2023-12-24 03:16:51,2023-12-24 03:59:51,Hospital,Downtown,45.87,82.05
666,69,83,94,2024-04-17 20:36:27,2024-04-17 21:11:27,Downtown,City Center,2.46,14.94
667,89,53,72,2024-11-26 09:00:30,2024-11-26 09:49:30,Restaurant District,Beach,38.6,72.65
668,276,11,101,2024-11-11 23:15:02,2024-11-12 00:01:02,Residential Area,Airport,27.86,55.79
669,457,86,67,2024-06-06 03:34:19,2024-06-06 03:46:19,Hospital,Suburb,20.07,35.61
670,308,46,37,2023-05-18 14:59:53,2023-05-18 15:57:53,Hotel District,Restaurant District,49.22,90.83
671,64,60,4,2024-12-28 04:55:29,2024-12-28 05:12:29,Beach,Downtown,12.63,25.7
672,11,98,82,2024-06-12 14:27:09,2024-06-12 15:17:09,Hospital,Shopping Mall,6.32,24.48
673,315,81,91,2024-09-19 21:56:18,2024-09-19 22:46:18,Shopping Mall,Beach,48.43,87.64
674,19,36,62,2024-12-03 13:14:36,2024-12-03 14:04:36,Restaurant District,Business District,12.04,33.06
675,101,82,25,2023-03-28 04:11:35,2023-03-28 05:11:35,University,Business District,26.02,56.53
676,88,71,85,2024-05-27 12:16:46,2024-05-27 13:08:46,Business District,Residential Area,34.75,67.62
677,290,23,32,2024-04-01 20:10:57,2024-04-01 20:23:57,Restaurant District,Airport,8.12,17.93
678,478,73,110,2023-06-27 01:34:43,2023-06-27 02:12:43,Restaurant District,Hotel District,15.17,34.75
679,435,87,83,2024-06-22 06:11:30,2024-06-22 06:59:30,Park,Business District,14.14,35.71
680,287,59,13,2024-12-29 11:32:37,2024-12-29 12:04:37,Residential Area,Downtown,42.99,74.98
681,166,56,109,2023-11-13 00:42:59,2023-11-13 01:04:59,Airport,Residential Area,26.88,48.32
682,254,47,67,2024-08-12 13:11:25,2024-08-12 13:18:25,City Center,Restaurant District,12.78,23.42
683,143,54,69,2023-12-15 15:23:05,2023-12-15 15:48:05,Downtown,Stadium,11.34,25.76
684,42,74,14,2024-07-26 18:57:21,2024-07-26 19:16:21,Restaurant District,Stadium,47.97,79.2
685,470,32,26,2023-05-08 18:09:31,2023-05-08 18:35:31,University,Airport,32.05,57.07
686,50,4,66,2023-12-02 12:06:42,2023-12-02 13:02:42,Downtown,Business District,40.27,76.91
687,479,43,41,2023-07-11 23:16:35,2023-07-11 23:27:35,Beach,Shopping Mall,48.02,77.28
688,427,7,97,2024-02-08 15:26:41,2024-02-08 16:21:41,Shopping Mall,Airport,39.24,75.11
689,318,57,55,2024-04-30 17:20:44,2024-04-30 17:53:44,Business District,Airport,6.11,19.91
690,32,5,49,2023-09-01 07:57:06,2023-09-01 08:56:06,Restaurant District,Airport,39.57,76.61
691,32,57,55,2023-08-23 03:49:41,2023-08-23 04:33:41,Residential Area,Stadium,5.16,21.24
692,347,8,76,2023-08-18 01:38:49,2023-08-18 02:37:49,Stadium,Airport,31.63,64.69
693,211,30,87,2023-12-19 04:11:53,2023-12-19 04:40:53,Beach,Hotel District,22.55,43.58
694,318,80,81,2023-09-21 18:54:35,2023-09-21 19:40:35,Residential Area,Hotel District,3.25,18.88
695,265,43,88,2023-05-30 12:06:42,2023-05-30 12:17:42,Airport,Downtown,30.57,51.11
696,35,76,102,2024-10-15 01:15:54,2024-10-15 01:32:54,City Center,Business District,8.05,18.83
697,261,33,15,2023-11-24 00:08:21,2023-11-24 00:43:21,Restaurant District,Business District,23.34,46.26
698,125,18,23,2023-02-16 23:38:14,2023-02-16 23:51:14,University,Business District,22.92,40.13
699,492,84,97,2023-10-05 20:49:29,2023-10-05 21:13:29,Business District,City Center,27.97,50.45
700,75,19,107,2023-08-28 18:06:29,2023-08-28 18:49:29,Hospital,University,19.7,42.8
701,5,67,59,2023-02-14 12:28:42,2023-02-14 12:48:42,Park,Suburb,42.09,70.64
702,440,7,97,2023-09-25 01:11:48,2023-09-25 01:28:48,Shopping Mall,Residential Area,45.61,75.16
703,403,9,54,2023-05-28 01:50:37,2023-05-28 02:37:37,Beach,Restaurant District,35.21,67.06
704,240,77,89,2023-09-15 04:59:53,2023-09-15 05:58:53,Business District,Hospital,31.57,64.61
705,215,43,12,2023-03-23 10:30:23,2023-03-23 11:04:23,City Center,Hotel District,45.71,79.56
706,254,29,11,2024-05-11 03:28:51,2024-05-11 03:47:51,Restaurant District,Shopping Mall,24.39,43.84
707,110,31,62,2024-07-24 13:40:43,2024-07-24 14:34:43,Suburb,Hospital,40.75,77.12
708,193,27,75,2023-05-24 02:33:59,2023-05-24 03:30:59,Downtown,Hospital,2.47,20.45
709,184,4,61,2023-04-21 14:33:54,2023-04-21 14:56:54,Beach,Shopping Mall,32.3,56.7
710,468,98,82,2023-02-04 02:26:42,2023-02-04 02:32:42,Shopping Mall,University,10.36,19.54
711,454,34,27,2023-09-21 22:39:25,2023-09-21 23:38:25,Park,Shopping Mall,10.57,33.11
712,12,23,32,2024-12-08 07:43:36,2024-12-08 07:54:36,Downtown,Suburb,34.52,57.03
713,195,84,101,2024-11-18 09:48:38,2024-11-18 10:00:38,Hospital,City Center,12.09,23.63
714,234,31,48,2024-09-20 17:56:44,2024-09-20 18:24:44,Residential Area,Train Station,47.18,80.27
715,410,80,92,2024-11-13 06:20:09,2024-11-13 07:10:09,Airport,Train Station,44.37,81.55
716,67,25,20,2024-02-18 15:32:21,2024-02-18 16:01:21,Restaurant District,Hospital,17.26,35.64
717,220,82,5,2024-12-16 08:56:16,2024-12-16 09:03:16,Hotel District,Business District,30.19,49.54
718,438,69,58,2024-09-05 06:58:59,2024-09-05 07:12:59,Hospital,Shopping Mall,4.56,12.84
719,408,36,50,2024-10-23 09:09:34,2024-10-23 09:46:34,Business District,City Center,25.47,49.95
720,373,11,101,2024-01-01 13:52:27,2024-01-01 14:47:27,Residential Area,Business District,5.11,23.91
721,261,50,97,2024-11-16 09:32:23,2024-11-16 10:18:23,Hotel District,Park,19.96,43.94
722,266,60,4,2023-09-07 23:13:04,2023-09-08 00:03:04,Hospital,Park,35.34,68.01
723,367,64,61,2023-07-28 10:08:07,2023-07-28 10:50:07,Stadium,Residential Area,46.22,82.33
724,299,84,5,2023-06-10 22:28:49,2023-06-10 22:47:49,City Center,Shopping Mall,23.7,42.8
725,121,51,28,2023-08-26 16:14:07,2023-08-26 16:46:07,City Center,Stadium,29.43,54.64
726,479,48,33,2024-03-03 15:01:57,2024-03-03 15:11:57,Train Station,Hotel District,6.03,14.04
727,228,67,90,2023-06-28 18:49:15,2023-06-28 19:31:15,Downtown,Beach,26.59,52.88
728,173,55,35,2023-12-30 03:46:55,2023-12-30 04:18:55,Stadium,Hospital,40.62,71.43
729,163,35,47,2023-01-20 04:46:50,2023-01-20 05:02:50,Beach,Shopping Mall,14.75,28.62
730,39,46,37,2023-08-17 18:12:36,2023-08-17 19:10:36,Park,Residential Area,5.75,25.62
731,142,30,87,2023-04-03 02:38:18,2023-04-03 02:47:18,Hospital,Downtown,28.21,47.06
732,171,26,87,2023-09-13 17:30:09,2023-09-13 17:51:09,University,Restaurant District,41.15,69.47
733,350,36,50,2024-07-02 02:07:55,2024-07-02 02:50:55,Train Station,Suburb,38.11,70.41
734,379,70,71,2023-01-07 15:04:58,2023-01-07 15:58:58,University,Suburb,18.64,43.96
735,207,52,101,2024-01-02 14:47:31,2024-01-02 15:33:31,Park,Hotel District,47.67,85.5
736,444,51,30,2023-06-26 06:12:46,2023-06-26 07:03:46,Restaurant District,Shopping Mall,24.77,52.41
737,265,76,101,2024-03-05 05:29:41,2024-03-05 06:22:41,Beach,Restaurant District,41.09,77.39
738,175,11,41,2024-10-18 22:53:09,2024-10-18 23:10:09,Stadium,Hotel District,47.21,77.56
739,214,27,75,2023-12-16 12:05:05,2023-12-16 13:04:05,Park,Downtown,19.99,47.23
740,296,17,18,2024-07-27 01:40:59,2024-07-27 01:45:59,Beach,Hotel District,33.62,54.18
741,182,44,39,2023-11-22 13:28:20,2023-11-22 14:00:20,Residential Area,Hotel District,21.36,42.54
742,399,89,60,2023-09-11 06:33:45,2023-09-11 07:15:45,Downtown,Business District,39.7,72.55
743,473,18,23,2023-09-14 12:18:57,2023-09-14 12:59:57,Residential Area,Hotel District,30.94,59.16
744,312,74,14,2023-10-24 04:17:35,2023-10-24 04:35:35,Stadium,Airport,27.66,48.49
745,97,61,21,2023-09-13 10:02:50,2023-09-13 10:43:50,Beach,Residential Area,44.95,80.18
746,48,22,38,2024-06-08 04:46:41,2024-06-08 05:26:41,Train Station,Downtown,41.67,75.0
747,309,63,4,2023-05-26 00:11:35,2023-05-26 00:28:35,Airport,City Center,48.22,79.08
748,146,27,64,2023-08-15 02:36:01,2023-08-15 03:23:01,Park,Airport,23.82,49.98
749,189,67,59,2023-05-14 11:03:48,2023-05-14 11:28:48,Suburb,City Center,21.72,41.33
750,81,15,16,2024-02-21 16:12:32,2024-02-21 16:43:32,Beach,Restaurant District,5.3,18.2
751,490,27,64,2024-11-07 02:20:48,2024-11-07 02:38:48,University,Stadium,41.26,68.89
752,341,61,21,2024-04-13 21:57:35,2024-04-13 22:38:35,University,Business District,11.74,30.36
753,367,88,42,2023-08-02 22:35:31,2023-08-02 22:52:31,Downtown,Train Station,23.4,41.85
754,423,52,101,2024-02-13 10:40:32,2024-02-13 11:06:32,City Center,Business District,44.2,75.3
755,236,60,4,2024-07-26 16:05:42,2024-07-26 16:15:42,University,Residential Area,44.29,71.44
756,234,45,98,2023-10-31 18:27:10,2023-10-31 19:11:10,Suburb,Hotel District,42.79,77.69
757,213,32,23,2024-11-30 00:33:23,2024-11-30 01:17:23,Restaurant District,Stadium,23.98,49.47
758,467,85,79,2024-06-26 13:23:40,2024-06-26 14:04:40,Airport,Stadium,35.53,66.05
759,23,31,114,2024-11-07 04:02:03,2024-11-07 04:17:03,University,City Center,32.15,54.47
760,150,86,45,2024-06-26 04:28:59,2024-06-26 05:19:59,Restaurant District,City Center,12.43,33.89
761,253,53,98,2024-03-05 09:23:03,2024-03-05 09:35:03,Hospital,Airport,38.26,62.89
762,259,99,120,2023-11-15 12:44:41,2023-11-15 13:17:41,Train Station,University,11.95,28.67
763,23,60,4,2023-02-26 20:27:46,2023-02-26 21:12:46,Restaurant District,Residential Area,37.99,70.73
764,196,44,44,2024-10-26 16:46:03,2024-10-26 17:03:03,Stadium,Downtown,2.52,10.53
765,59,91,105,2023-09-12 01:46:44,2023-09-12 02:33:44,Restaurant District,Beach,25.27,52.16
766,35,11,71,2024-05-25 07:47:20,2024-05-25 08:07:20,Restaurant District,Beach,8.73,20.59
767,421,36,50,2023-05-13 12:00:40,2023-05-13 12:58:40,Downtown,Business District,6.82,27.23
768,151,16,69,2024-07-29 21:33:51,2024-07-29 22:03:51,Train Station,Airport,34.23,61.34
769,6,87,109,2023-04-30 05:22:54,2023-04-30 05:55:54,Hospital,Train Station,12.4,29.35
770,18,87,83,2023-12-10 08:33:39,2023-12-10 09:22:39,Downtown,Suburb,32.47,63.45
771,268,83,94,2023-10-31 09:39:16,2023-10-31 10:28:16,University,Beach,4.52,21.53
772,3,7,97,2024-08-18 20:02:45,2024-08-18 20:19:45,City Center,Shopping Mall,19.98,36.72
