payment_id,trip_id,amount,method,status,payment_time
519,519,45.84,card,completed,2024-09-06 10:38:07
520,520,25.97,wallet,completed,2024-03-23 06:31:51
521,521,73.32,card,completed,2024-10-19 21:29:12
522,522,31.0,cash,completed,2024-11-09 12:24:44
523,523,21.09,cash,completed,2023-06-04 07:40:36
524,524,84.02,cash,completed,2024-11-17 22:30:08
525,525,23.16,card,completed,2024-04-20 09:47:56
526,526,49.12,card,completed,2024-06-28 17:51:19
527,527,76.2,card,failed,2023-04-26 22:46:38
528,528,49.58,cash,completed,2024-08-23 17:27:45
529,529,39.67,cash,completed,2023-05-29 01:23:02
530,530,56.7,cash,completed,2023-04-12 03:45:29
531,531,20.02,cash,failed,2023-11-21 22:51:17
532,532,40.36,card,completed,2024-04-24 19:15:39
533,533,69.5,wallet,completed,2023-03-08 14:41:05
534,534,61.02,cash,completed,2024-06-17 12:11:27
535,535,12.0,cash,completed,2023-02-26 18:13:19
536,536,81.89,wallet,completed,2024-12-06 11:17:11
537,537,38.19,wallet,failed,2023-01-05 04:41:09
538,538,28.41,card,completed,2023-04-13 17:59:58
539,539,21.5,card,completed,2024-12-23 15:04:04
540,540,13.93,card,completed,2023-04-21 03:48:50
541,541,77.69,wallet,completed,2024-10-10 10:20:30
542,542,23.63,cash,completed,2024-02-06 13:50:09
543,543,62.84,card,completed,2023-04-28 12:45:45
544,544,22.18,wallet,completed,2023-05-27 18:21:23
545,545,85.66,card,failed,2024-07-02 08:42:05
546,546,47.19,cash,completed,2023-12-09 23:12:24
547,547,15.73,wallet,completed,2024-11-04 08:17:05
548,548,68.47,wallet,completed,2024-10-10 13:21:51
549,549,47.85,cash,completed,2024-03-29 06:24:42
550,550,78.39,cash,completed,2024-08-19 18:19:54
551,551,80.99,card,completed,2023-11-03 04:23:27
552,552,58.95,wallet,completed,2023-01-23 10:31:35
553,553,87.07,wallet,failed,2024-04-06 13:34:12
554,554,87.19,cash,completed,2023-09-10 10:03:47
555,555,27.87,cash,completed,2024-11-01 13:09:02
556,556,44.97,card,completed,2024-03-01 00:51:52
557,557,74.36,card,completed,2024-11-03 07:14:42
558,558,79.97,wallet,completed,2023-11-09 13:56:34
559,559,77.55,wallet,completed,2024-01-17 07:08:56
560,560,43.71,wallet,completed,2023-10-06 22:01:12
561,561,53.3,cash,completed,2024-11-18 17:47:43
562,562,43.76,card,completed,2024-09-21 22:34:50
563,563,28.14,wallet,completed,2024-02-03 17:53:42
564,564,61.11,cash,completed,2024-12-23 21:41:06
565,565,42.39,wallet,completed,2023-12-06 17:32:52
566,566,31.77,cash,completed,2024-10-15 16:02:16
567,567,44.02,wallet,completed,2024-12-13 12:02:56
568,568,36.49,cash,completed,2024-05-28 08:25:05
569,569,68.06,card,completed,2024-08-20 01:17:51
570,570,42.97,cash,completed,2024-10-16 17:46:40
571,571,66.5,wallet,completed,2024-04-01 03:38:27
572,572,35.7,card,completed,2024-12-14 03:56:48
573,573,55.97,cash,failed,2024-11-08 01:22:45
574,574,42.38,cash,completed,2023-01-11 08:25:56
575,575,42.46,wallet,completed,2023-08-24 05:22:02
576,576,21.23,cash,completed,2024-09-17 00:09:25
577,577,24.81,card,completed,2024-06-24 15:26:06
578,578,76.88,cash,failed,2023-12-05 12:54:09
579,579,44.38,card,completed,2024-08-20 21:22:31
580,580,79.66,wallet,completed,2024-07-27 20:59:45
581,581,19.41,card,completed,2023-08-18 01:02:20
582,582,61.92,card,completed,2023-11-19 22:02:48
583,583,51.46,wallet,completed,2023-01-29 19:04:03
584,584,36.45,cash,completed,2024-06-11 04:21:12
585,585,20.32,cash,completed,2023-11-24 19:47:05
586,586,59.09,wallet,completed,2024-11-21 15:21:55
587,587,34.23,cash,completed,2024-06-25 19:16:41
588,588,52.56,wallet,completed,2023-12-07 07:34:30
589,589,80.36,wallet,completed,2023-04-12 21:31:22
590,590,25.92,wallet,completed,2024-09-10 06:44:21
591,591,25.5,wallet,completed,2024-06-02 03:31:00
592,592,14.89,wallet,completed,2024-01-19 12:09:09
593,593,79.38,cash,completed,2023-10-05 09:00:48
594,594,56.46,cash,completed,2023-02-19 11:40:45
595,595,36.33,card,completed,2024-01-13 19:10:22
596,596,71.91,wallet,completed,2024-11-27 04:54:22
597,597,65.03,cash,completed,2024-07-02 16:38:31
598,598,81.05,cash,completed,2023-03-24 07:18:02
599,599,16.75,card,completed,2024-01-30 01:13:51
600,600,66.11,card,completed,2024-07-19 17:49:52
601,601,26.91,wallet,completed,2023-04-30 21:05:51
602,602,36.67,wallet,completed,2023-11-19 23:08:19
603,603,33.91,card,completed,2023-08-11 18:15:43
604,604,27.67,wallet,completed,2023-10-08 03:43:49
605,605,41.12,wallet,completed,2024-09-03 11:31:54
606,606,69.38,cash,completed,2023-12-23 09:10:36
607,607,77.05,wallet,completed,2023-04-24 02:57:17
608,608,23.59,card,completed,2023-09-20 19:10:12
609,609,28.12,wallet,failed,2023-01-29 20:19:38
610,610,63.46,cash,completed,2023-11-22 17:20:02
611,611,32.39,card,completed,2024-12-07 06:08:29
612,612,64.11,card,completed,2023-04-25 02:42:09
613,613,68.53,card,completed,2024-06-25 18:34:04
614,614,50.2,cash,completed,2024-11-15 07:00:30
615,615,24.14,cash,completed,2024-07-28 20:02:23
616,616,23.52,cash,completed,2024-02-09 23:13:17
617,617,72.3,card,completed,2023-07-07 11:51:58
618,618,65.15,wallet,completed,2023-02-16 14:33:10
619,619,38.45,cash,completed,2024-08-10 16:30:58
620,620,81.7,wallet,completed,2023-09-21 07:51:02
621,621,77.56,card,completed,2024-12-29 06:02:05
622,622,68.72,wallet,completed,2023-08-10 01:24:33
623,623,42.11,wallet,completed,2024-02-08 16:27:18
624,624,38.89,cash,completed,2023-12-19 21:31:40
625,625,47.79,wallet,completed,2023-02-18 08:02:26
626,626,55.24,wallet,completed,2024-06-09 17:35:05
627,627,46.48,wallet,completed,2023-07-24 20:34:25
628,628,23.64,wallet,failed,2024-07-22 09:10:33
629,629,70.91,cash,completed,2023-12-22 12:56:06
630,630,25.54,wallet,completed,2023-12-20 18:40:29
631,631,24.2,wallet,completed,2023-04-03 06:50:35
632,632,41.74,cash,completed,2023-02-01 07:41:48
633,633,17.23,card,completed,2024-01-13 10:33:31
634,634,27.02,cash,completed,2024-12-28 16:30:09
635,635,13.36,card,completed,2023-01-02 15:17:52
636,636,76.31,wallet,completed,2024-03-21 03:28:44
637,637,27.8,card,completed,2024-10-10 04:19:41
638,638,24.48,card,completed,2024-08-14 15:27:17
639,639,45.99,cash,completed,2024-09-13 06:38:09
640,640,39.16,card,completed,2024-02-25 05:06:03
641,641,50.44,card,completed,2024-11-03 15:13:40
642,642,57.28,card,completed,2024-03-11 19:50:29
643,643,56.31,wallet,completed,2024-03-24 02:15:02
644,644,30.2,wallet,completed,2023-04-04 11:02:27
645,645,83.91,cash,completed,2023-07-10 13:46:31
646,646,58.66,wallet,completed,2024-02-19 10:46:42
647,647,71.39,cash,completed,2023-12-06 11:00:42
648,648,20.61,wallet,completed,2023-03-12 17:17:50
649,649,76.55,cash,completed,2024-08-19 18:42:15
650,650,63.11,cash,failed,2024-04-22 07:19:07
651,651,32.34,card,completed,2023-09-06 14:41:19
652,652,52.7,cash,failed,2023-06-07 08:25:55
653,653,17.12,wallet,completed,2024-01-27 19:54:37
654,654,59.86,wallet,completed,2023-02-20 20:57:46
655,655,33.73,cash,completed,2024-03-06 09:47:41
656,656,43.62,card,completed,2023-04-08 13:40:10
657,657,79.94,cash,failed,2024-08-31 02:34:13
658,658,15.57,card,completed,2023-11-26 04:08:05
659,659,75.62,card,completed,2024-05-22 06:10:57
660,660,78.16,cash,completed,2024-10-14 02:25:07
661,661,49.8,card,completed,2023-02-05 08:33:48
662,662,60.7,card,completed,2024-06-26 11:57:57
663,663,78.39,card,completed,2024-04-19 04:27:31
664,664,35.7,card,completed,2024-08-07 16:23:59
665,665,82.05,card,completed,2023-12-24 04:18:51
666,666,14.94,card,completed,2024-04-17 21:34:27
667,667,72.65,card,completed,2024-11-26 10:05:30
668,668,55.79,card,completed,2024-11-12 00:16:02
669,669,35.61,card,completed,2024-06-06 04:03:19
670,670,90.83,wallet,completed,2023-05-18 16:14:53
671,671,25.7,card,completed,2024-12-28 05:24:29
672,672,24.48,cash,completed,2024-06-12 15:38:09
673,673,87.64,wallet,completed,2024-09-19 22:51:18
674,674,33.06,wallet,completed,2024-12-03 14:14:36
675,675,56.53,wallet,completed,2023-03-28 05:22:35
676,676,67.62,cash,completed,2024-05-27 13:23:46
677,677,17.93,card,completed,2024-04-01 20:50:57
678,678,34.75,cash,completed,2023-06-27 02:22:43
679,679,35.71,card,completed,2024-06-22 07:15:30
680,680,74.98,cash,completed,2024-12-29 12:16:37
681,681,48.32,cash,completed,2023-11-13 01:27:59
682,682,23.42,card,completed,2024-08-12 13:35:25
683,683,25.76,card,completed,2023-12-15 16:18:05
684,684,79.2,card,completed,2024-07-26 19:21:21
685,685,57.07,card,completed,2023-05-08 18:41:31
686,686,76.91,card,completed,2023-12-02 13:24:42
687,687,77.28,cash,completed,2023-07-11 23:45:35
688,688,75.11,cash,completed,2024-02-08 16:26:41
689,689,19.91,card,completed,2024-04-30 17:58:44
690,690,76.61,card,completed,2023-09-01 09:14:06
691,691,21.24,cash,completed,2023-08-23 04:46:41
692,692,64.69,card,failed,2023-08-18 03:00:49
693,693,43.58,wallet,completed,2023-12-19 05:01:53
694,694,18.88,cash,completed,2023-09-21 19:49:35
695,695,51.11,card,completed,2023-05-30 12:21:42
696,696,18.83,card,completed,2024-10-15 01:42:54
697,697,46.26,cash,completed,2023-11-24 01:13:21
698,698,40.13,card,completed,2023-02-17 00:18:14
699,699,50.45,cash,completed,2023-10-05 21:30:29
700,700,42.8,wallet,completed,2023-08-28 18:52:29
701,701,70.64,wallet,completed,2023-02-14 13:02:42
702,702,75.16,cash,completed,2023-09-25 01:43:48
703,703,67.06,card,completed,2023-05-28 02:49:37
704,704,64.61,wallet,completed,2023-09-15 05:58:53
705,705,79.56,cash,completed,2023-03-23 11:31:23
706,706,43.84,wallet,completed,2024-05-11 04:17:51
707,707,77.12,wallet,completed,2024-07-24 14:57:43
708,708,20.45,card,completed,2023-05-24 03:44:59
709,709,56.7,cash,completed,2023-04-21 15:23:54
710,710,19.54,cash,completed,2023-02-04 02:37:42
711,711,33.11,cash,completed,2023-09-21 23:40:25
712,712,57.03,card,completed,2024-12-08 08:01:36
713,713,23.63,cash,completed,2024-11-18 10:14:38
714,714,80.27,cash,completed,2024-09-20 18:47:44
715,715,81.55,card,completed,2024-11-13 07:32:09
716,716,35.64,wallet,completed,2024-02-18 16:31:21
717,717,49.54,cash,completed,2024-12-16 09:19:16
718,718,12.84,card,completed,2024-09-05 07:12:59
719,719,49.95,cash,completed,2024-10-23 09:49:34
720,720,23.91,card,completed,2024-01-01 14:59:27
721,721,43.94,cash,completed,2024-11-16 10:45:23
722,722,68.01,card,completed,2023-09-08 00:08:04
723,723,82.33,card,completed,2023-07-28 10:58:07
724,724,42.8,cash,completed,2023-06-10 23:12:49
725,725,54.64,cash,completed,2023-08-26 17:02:07
726,726,14.04,cash,completed,2024-03-03 15:29:57
727,727,52.88,wallet,completed,2023-06-28 19:37:15
728,728,71.43,cash,completed,2023-12-30 04:40:55
729,729,28.62,wallet,completed,2023-01-20 05:13:50
730,730,25.62,card,completed,2023-08-17 19:27:36
731,731,47.06,wallet,completed,2023-04-03 03:12:18
732,732,69.47,card,completed,2023-09-13 17:59:09
733,733,70.41,wallet,completed,2024-07-02 03:02:55
734,734,43.96,cash,completed,2023-01-07 16:16:58
735,735,85.5,cash,completed,2024-01-02 15:47:31
736,736,52.41,card,completed,2023-06-26 07:30:46
737,737,77.39,card,failed,2024-03-05 06:49:41
738,738,77.56,cash,completed,2024-10-18 23:39:09
739,739,47.23,card,completed,2023-12-16 13:08:05
740,740,54.18,cash,completed,2024-07-27 02:09:59
741,741,42.54,cash,completed,2023-11-22 14:23:20
742,742,72.55,wallet,completed,2023-09-11 07:17:45
743,743,59.16,wallet,completed,2023-09-14 13:07:57
744,744,48.49,cash,completed,2023-10-24 04:51:35
745,745,80.18,card,completed,2023-09-13 11:09:50
746,746,75.0,card,completed,2024-06-08 05:44:41
747,747,79.08,wallet,failed,2023-05-26 00:30:35
748,748,49.98,card,completed,2023-08-15 03:38:01
749,749,41.33,card,completed,2023-05-14 11:31:48
750,750,18.2,card,completed,2024-02-21 17:03:32
751,751,68.89,card,completed,2024-11-07 02:41:48
752,752,30.36,card,completed,2024-04-13 23:05:35
753,753,41.85,cash,completed,2023-08-02 23:22:31
754,754,75.3,wallet,completed,2024-02-13 11:30:32
755,755,71.44,cash,completed,2024-07-26 16:18:42
756,756,77.69,cash,completed,2023-10-31 19:32:10
757,757,49.47,card,completed,2024-11-30 01:29:23
758,758,66.05,wallet,completed,2024-06-26 14:33:40
759,759,54.47,card,completed,2024-11-07 04:36:03
760,760,33.89,cash,completed,2024-06-26 05:23:59
761,761,62.89,cash,completed,2024-03-05 09:58:03
762,762,28.67,cash,completed,2023-11-15 13:46:41
763,763,70.73,card,completed,2023-02-26 21:31:46
764,764,10.53,cash,completed,2024-10-26 17:04:03
765,765,52.16,wallet,completed,2023-09-12 02:46:44
766,766,20.59,wallet,completed,2024-05-25 08:24:20
767,767,27.23,card,completed,2023-05-13 13:12:40
768,768,61.34,cash,completed,2024-07-29 22:28:51
769,769,29.35,wallet,completed,2023-04-30 05:58:54
770,770,63.45,card,completed,2023-12-10 09:31:39
771,771,21.53,card,completed,2023-10-31 10:37:16
772,772,36.72,card,completed,2024-08-18 20:40:45
773,773,72.34,wallet,completed,2023-01-13 11:33:41
774,774,68.04,wallet,completed,2023-06-21 08:09:57
775,775,71.97,cash,completed,2023-02-04 05:02:09
776,776,55.5,card,completed,2023-05-28 06:21:19
777,777,33.28,card,completed,2023-06-30 13:08:06
778,778,28.59,cash,completed,2023-01-10 08:16:56
779,779,76.25,wallet,failed,2024-04-29 15:09:50
780,780,89.32,cash,completed,2023-03-21 03:11:34
781,781,78.91,card,completed,2023-07-15 17:04:17
782,782,42.91,cash,completed,2024-12-19 04:18:28
783,783,41.38,card,completed,2024-10-23 11:12:15
784,784,31.49,cash,completed,2023-10-25 00:56:10
785,785,71.57,cash,completed,2023-06-30 16:37:18
786,786,24.46,card,completed,2023-11-29 20:46:45
787,787,24.46,wallet,completed,2023-08-19 09:42:57
788,788,79.41,card,completed,2024-07-17 09:37:44
789,789,56.75,cash,completed,2024-05-14 22:42:43
790,790,59.77,wallet,completed,2024-08-05 23:51:59
791,791,78.66,card,completed,2024-02-23 21:37:59
792,792,43.66,wallet,completed,2024-04-17 08:35:10
793,793,89.17,cash,completed,2023-02-20 05:32:45
794,794,22.51,card,failed,2024-12-29 19:29:17
795,795,41.63,card,completed,2024-01-30 03:25:45
796,796,31.42,cash,completed,2023-07-10 06:22:55
797,797,66.0,cash,completed,2024-05-08 16:48:47
798,798,45.62,card,completed,2023-10-21 09:25:51
799,799,21.18,wallet,completed,2023-05-02 03:14:06
800,800,22.5,card,completed,2024-08-12 10:59:39
801,801,34.38,cash,completed,2023-10-23 12:47:23
802,802,45.78,card,completed,2023-02-25 21:38:08
803,803,72.73,cash,completed,2023-01-11 00:42:53
804,804,53.75,card,completed,2023-11-03 13:48:12
805,805,34.95,card,completed,2023-11-14 12:49:10
806,806,79.25,cash,completed,2024-08-15 15:05:05
807,807,21.91,cash,completed,2024-05-08 05:50:49
808,808,72.8,card,completed,2023-07-08 06:25:05
809,809,36.06,card,completed,2024-06-25 19:04:34
810,810,71.09,wallet,failed,2023-07-17 12:54:21
811,811,46.63,cash,completed,2024-05-15 13:29:16
812,812,21.69,wallet,completed,2024-12-07 19:08:53
813,813,42.8,wallet,completed,2024-01-24 21:46:59
814,814,26.12,wallet,completed,2024-08-07 11:58:46
815,815,73.66,card,completed,2023-09-25 13:01:50
816,816,70.28,wallet,completed,2024-06-26 22:56:19
817,817,47.77,wallet,completed,2024-08-24 00:26:36
818,818,60.19,card,completed,2023-05-13 13:08:11
819,819,67.14,card,completed,2024-01-26 09:51:57
820,820,28.17,card,completed,2024-08-05 11:42:33
821,821,62.32,cash,completed,2024-05-01 22:06:44
822,822,33.13,card,completed,2023-10-21 09:46:13
823,823,18.19,wallet,completed,2024-01-12 21:30:41
824,824,22.98,wallet,completed,2024-05-31 19:28:22
825,825,82.11,card,completed,2024-04-13 09:21:09
826,826,77.59,card,completed,2024-04-14 11:11:08
827,827,17.12,wallet,completed,2024-05-31 14:31:28
828,828,42.94,cash,completed,2023-01-03 10:27:08
829,829,28.62,card,failed,2024-04-12 12:58:01
830,830,61.91,card,completed,2023-07-13 01:38:38
831,831,78.69,cash,completed,2024-05-27 20:03:58
832,832,82.31,card,completed,2024-05-07 07:09:54
833,833,69.47,cash,completed,2023-07-01 10:35:55
834,834,64.62,card,completed,2023-11-29 09:40:15
835,835,26.55,wallet,failed,2023-08-17 07:13:10
836,836,36.19,wallet,completed,2023-04-10 08:12:30
837,837,61.47,wallet,completed,2023-05-11 13:38:55
838,838,25.19,card,completed,2023-05-13 10:17:05
839,839,66.92,wallet,completed,2023-05-05 11:42:07
840,840,23.12,cash,completed,2024-06-01 06:42:05
841,841,82.03,wallet,completed,2023-03-12 07:11:23
842,842,63.66,wallet,completed,2024-05-15 05:18:45
843,843,86.57,card,completed,2024-05-22 22:52:44
844,844,16.52,card,failed,2023-07-21 06:28:40
845,845,17.68,card,completed,2024-08-01 08:57:51
846,846,49.23,wallet,completed,2024-07-26 09:39:42
847,847,67.91,wallet,completed,2023-09-06 07:41:37
848,848,74.36,card,completed,2023-03-24 19:42:20
849,849,43.07,card,completed,2024-10-12 07:35:58
850,850,76.84,card,completed,2024-08-03 07:14:23
851,851,34.45,card,completed,2023-08-28 22:54:12
852,852,40.98,wallet,completed,2024-05-05 05:08:45
853,853,63.6,wallet,failed,2024-09-21 08:10:44
854,854,80.81,cash,completed,2024-06-28 01:26:25
855,855,77.19,card,completed,2023-11-01 08:31:40
856,856,46.08,wallet,completed,2023-11-01 17:12:59
857,857,28.13,wallet,completed,2023-10-31 18:28:40
858,858,65.72,cash,completed,2023-03-17 14:30:05
859,859,26.9,cash,completed,2023-12-22 10:04:26
860,860,62.88,card,completed,2024-11-27 21:53:26
861,861,25.59,cash,completed,2023-10-09 09:33:40
862,862,84.18,cash,completed,2023-11-28 18:43:38
863,863,54.3,wallet,completed,2023-05-20 13:05:58
864,864,20.7,card,completed,2024-05-02 00:32:55
865,865,64.75,card,completed,2023-08-24 03:40:35
866,866,73.25,cash,completed,2024-09-09 19:01:11
867,867,43.2,wallet,completed,2023-08-02 19:27:55
868,868,51.2,wallet,completed,2023-04-05 20:00:21
869,869,67.92,cash,completed,2024-03-20 19:26:26
870,870,45.48,cash,completed,2023-10-26 06:08:51
871,871,69.84,card,completed,2023-09-10 15:05:27
872,872,57.79,cash,completed,2024-09-23 09:59:23
873,873,53.8,wallet,completed,2023-02-19 16:47:21
874,874,83.37,wallet,completed,2024-08-08 07:46:40
875,875,64.38,wallet,failed,2023-05-20 18:25:45
876,876,16.33,card,completed,2024-03-22 17:05:14
877,877,34.67,card,completed,2023-03-07 17:45:02
878,878,10.08,wallet,completed,2024-05-26 05:29:47
879,879,56.8,card,completed,2024-05-27 00:27:16
880,880,64.78,card,completed,2024-04-15 20:53:03
881,881,71.39,cash,completed,2023-01-29 13:22:13
882,882,64.75,wallet,completed,2024-04-04 16:34:14
883,883,24.51,card,failed,2023-07-22 12:02:25
884,884,52.08,card,completed,2024-06-09 12:19:09
885,885,69.19,wallet,completed,2024-05-06 19:14:33
886,886,91.21,cash,completed,2023-11-23 00:34:22
887,887,19.47,wallet,completed,2024-04-13 20:37:16
888,888,38.13,cash,completed,2023-02-21 06:03:17
889,889,40.21,card,completed,2023-04-24 17:12:55
890,890,17.14,card,completed,2023-10-22 02:45:06
891,891,26.63,card,completed,2024-04-02 09:49:54
892,892,54.99,cash,completed,2024-11-03 05:01:40
893,893,43.61,cash,completed,2023-09-05 01:10:56
894,894,16.69,card,completed,2024-01-06 10:23:58
895,895,49.61,cash,completed,2024-05-25 18:22:41
896,896,62.83,cash,completed,2024-07-03 14:10:03
897,897,48.41,cash,completed,2023-12-07 23:19:27
898,898,84.97,card,completed,2023-08-26 02:05:21
899,899,13.52,card,completed,2024-10-18 12:58:12
900,900,28.08,cash,completed,2024-03-22 21:18:50
901,901,43.38,wallet,completed,2024-11-10 03:28:14
902,902,53.09,card,completed,2024-01-22 16:49:41
903,903,63.45,card,failed,2024-04-23 17:10:54
904,904,77.78,wallet,completed,2023-07-09 17:43:25
905,905,80.72,cash,completed,2024-04-16 19:12:48
906,906,17.35,card,completed,2023-05-16 19:23:22
907,907,82.57,wallet,completed,2024-01-20 21:48:09
908,908,77.0,card,completed,2024-10-08 01:23:14
909,909,63.89,cash,completed,2023-08-17 00:54:34
910,910,48.62,card,completed,2024-12-17 23:26:04
911,911,20.64,card,completed,2023-12-26 16:45:27
912,912,11.88,wallet,completed,2023-09-13 05:17:58
913,913,43.27,cash,completed,2023-11-09 07:58:32
914,914,74.75,card,completed,2024-02-04 12:01:36
915,915,37.2,cash,completed,2023-07-14 07:28:59
916,916,90.73,wallet,completed,2024-02-21 16:59:52
917,917,12.67,cash,completed,2023-04-19 15:58:52
918,918,19.38,cash,completed,2023-03-27 23:35:25
919,919,21.58,cash,completed,2024-11-30 20:00:59
920,920,48.94,cash,completed,2023-04-03 07:14:56
921,921,47.54,cash,completed,2023-09-10 09:36:44
922,922,10.03,wallet,completed,2023-04-13 02:21:10
923,923,66.34,wallet,completed,2024-08-19 01:54:32
924,924,20.2,wallet,completed,2023-12-04 09:14:13
925,925,36.2,card,completed,2023-04-29 11:42:34
926,926,41.4,card,completed,2024-06-28 11:18:45
927,927,31.3,card,completed,2024-06-28 15:09:21
928,928,18.52,wallet,completed,2024-05-07 20:04:43
929,929,53.38,card,completed,2024-12-22 16:01:53
930,930,60.6,cash,completed,2023-11-13 09:34:11
931,931,45.0,cash,completed,2023-11-27 23:22:46
932,932,63.74,cash,completed,2023-07-29 03:37:39
933,933,60.88,wallet,completed,2023-05-22 04:39:45
934,934,29.55,cash,completed,2023-08-06 15:27:55
935,935,12.49,card,completed,2023-09-17 15:53:15
936,936,38.53,cash,completed,2023-09-15 07:04:03
937,937,32.38,cash,completed,2024-04-14 17:27:56
938,938,61.71,wallet,completed,2024-11-20 02:47:28
939,939,25.09,cash,completed,2023-05-30 21:34:45
940,940,32.8,wallet,completed,2023-08-23 05:00:39
941,941,60.99,cash,completed,2023-04-10 07:16:36
942,942,64.14,wallet,completed,2024-11-26 03:08:16
943,943,81.83,wallet,completed,2024-01-11 01:00:43
944,944,31.85,card,failed,2024-04-10 09:35:01
945,945,76.4,cash,completed,2024-09-09 01:45:35
946,946,41.41,cash,completed,2023-05-09 14:18:59
947,947,11.25,cash,completed,2024-04-16 16:00:15
948,948,55.52,cash,failed,2024-11-13 21:57:14
949,949,71.25,card,completed,2023-08-24 17:09:31
950,950,28.27,cash,completed,2023-06-23 22:34:51
951,951,65.68,cash,completed,2024-12-21 05:35:17
952,952,61.95,card,failed,2023-06-13 03:01:08
953,953,47.55,wallet,completed,2023-09-10 02:50:18
954,954,87.44,cash,completed,2024-11-28 19:13:32
955,955,36.69,card,completed,2023-06-20 08:50:04
956,956,86.59,card,completed,2024-07-15 07:10:52
957,957,33.1,card,failed,2024-09-26 11:43:56
958,958,66.04,cash,completed,2023-05-01 22:18:02
959,959,27.82,card,completed,2023-03-14 19:31:40
960,960,61.12,cash,completed,2024-03-18 11:52:40
961,961,58.98,card,completed,2024-11-18 14:37:46
962,962,78.96,card,completed,2023-02-26 00:00:05
963,963,69.03,wallet,completed,2024-07-16 14:51:34
964,964,72.25,card,failed,2023-10-21 12:36:10
965,965,29.77,wallet,completed,2023-04-13 16:35:45
966,966,45.8,card,completed,2024-09-07 11:53:52
967,967,49.28,cash,completed,2023-06-07 03:50:55
968,968,18.27,wallet,completed,2023-09-15 17:06:09
969,969,58.96,wallet,completed,2023-01-17 12:25:38
970,970,78.92,card,completed,2024-10-11 17:54:49
971,971,29.66,wallet,completed,2023-10-27 08:44:39
972,972,26.1,card,completed,2024-06-17 11:13:05
973,973,55.58,card,completed,2023-03-21 01:06:04
974,974,51.53,wallet,completed,2024-12-19 06:06:55
975,975,20.32,cash,completed,2024-04-10 18:19:05
976,976,82.78,cash,completed,2024-04-30 07:33:17
977,977,61.96,card,completed,2023-10-14 17:25:20
978,978,27.63,cash,completed,2024-08-27 03:59:43
979,979,22.39,cash,completed,2024-09-02 04:30:25
980,980,21.09,cash,completed,2023-04-23 09:10:13
981,981,83.55,wallet,completed,2024-01-19 21:16:35
982,982,37.2,card,completed,2023-04-18 09:47:52
983,983,53.86,wallet,completed,2024-02-23 12:04:35
984,984,59.61,card,completed,2024-03-27 07:13:09
985,985,8.21,wallet,completed,2024-06-30 03:15:33
986,986,22.19,wallet,completed,2024-03-09 17:56:16
987,987,79.22,wallet,completed,2024-10-21 07:10:28
988,988,85.98,cash,completed,2024-10-10 19:37:55
989,989,87.77,card,completed,2023-02-13 10:34:41
990,990,33.76,wallet,completed,2024-07-23 10:00:48
991,991,31.38,wallet,completed,2024-01-06 09:55:29
992,992,51.48,wallet,completed,2023-03-03 09:14:30
993,993,19.59,card,completed,2024-08-17 12:59:12
994,994,45.21,wallet,failed,2024-01-01 05:48:27
995,995,71.95,cash,completed,2023-08-11 18:00:46
996,996,43.3,cash,completed,2023-05-15 20:42:10
997,997,84.18,cash,completed,2024-03-06 11:29:54
998,998,46.8,cash,completed,2023-11-26 02:13:09
999,999,44.74,card,completed,2023-11-08 00:58:31
1000,1000,64.75,cash,completed,2024-09-26 06:37:35
1001,1001,50.04,card,completed,2023-02-12 12:18:12
1002,1002,73.46,cash,completed,2023-03-02 11:02:25
1003,1003,58.24,cash,completed,2023-05-07 11:07:25
1004,1004,12.07,cash,completed,2024-03-04 12:39:21
1005,1005,42.08,wallet,completed,2024-03-14 16:54:32
1006,1006,27.09,cash,completed,2023-08-28 16:56:41
1007,1007,44.37,cash,completed,2023-09-02 07:14:28
1008,1008,65.39,wallet,completed,2023-03-17 15:55:30
1009,1009,50.34,wallet,completed,2023-01-19 10:13:34
1010,1010,14.67,cash,completed,2023-05-06 05:56:52
1011,1011,57.1,wallet,completed,2024-11-17 22:53:58
1012,1012,61.91,cash,failed,2024-01-25 15:38:22
1013,1013,40.19,card,completed,2023-12-14 15:02:08
1014,1014,45.91,wallet,failed,2024-11-22 20:39:38
1015,1015,80.59,wallet,completed,2023-02-28 06:41:09
1016,1016,82.96,cash,completed,2024-08-18 06:24:24
1017,1017,81.25,wallet,completed,2023-03-15 03:08:43
1018,1018,17.62,wallet,completed,2024-03-23 19:25:20
1019,1019,77.37,wallet,completed,2023-07-20 09:27:35
1020,1020,76.34,wallet,completed,2024-03-17 18:47:35
1021,1021,43.9,wallet,completed,2024-04-26 08:32:15
1022,1022,44.44,cash,completed,2023-10-18 06:37:28
1023,1023,73.93,wallet,completed,2024-04-27 02:20:41
1024,1024,47.31,card,completed,2023-05-01 02:29:55
1025,1025,60.93,cash,completed,2023-06-23 06:31:38
1026,1026,48.71,card,completed,2024-05-14 01:36:43
1027,1027,27.36,wallet,completed,2024-12-13 15:40:01
1028,1028,66.81,wallet,completed,2023-09-24 00:24:14
1029,1029,75.55,cash,completed,2023-12-20 02:17:36
1030,1030,71.49,wallet,completed,2023-09-06 17:24:40
1031,1031,29.48,card,completed,2023-12-01 02:34:35
1032,1032,16.77,cash,completed,2023-07-29 14:48:00
1033,1033,44.01,card,completed,2023-03-05 12:03:05
1034,1034,14.62,cash,completed,2024-06-04 03:52:34
